Rewards 	Actor Loss	Criti_1 Loss	Critic_2 Loss
0.429908	2.590459	0.027537	0.027973
1.130845	2.729257	0.007891	0.008626
1.159762	2.628680	0.035071	0.038572
0.779833	2.683832	0.044552	0.039157
-6.073288	2.590777	0.025158	0.027624
-3.855995	2.764060	0.013299	0.048309
-2.204916	2.444864	0.009317	0.011730
1.740268	2.756241	0.148690	0.156468
-1.929310	2.624036	0.013154	0.098921
-5.163669	2.697501	0.036131	0.055135
-3.941927	2.864687	0.025697	0.058589
1.681815	2.752098	0.030991	0.018294
-4.090147	2.733519	0.041605	0.035364
-1.517668	2.696530	0.118678	0.114967
-1.767014	2.743081	0.006195	0.006122
-1.770463	2.779189	0.026443	0.024359
3.063936	2.857826	0.016154	0.017347
0.731927	2.764321	0.006917	0.007885
0.547263	2.691680	0.012317	0.016803
3.533924	2.809764	0.013003	0.008222
3.999495	2.646268	0.117592	0.102248
3.576654	2.833264	0.030863	0.028236
-1.234272	2.637868	0.020289	0.022558
-4.003665	2.610352	0.015492	0.013253
-1.379633	2.853802	0.016649	0.012506
-3.160191	2.561461	0.057745	0.008353
-0.563052	2.807517	0.151826	0.146617
-3.150772	2.692726	0.127810	0.030382
0.771666	2.751898	0.021824	0.026073
-1.160299	2.749953	0.008767	0.009008
0.860002	2.516859	0.131565	0.111015
3.307238	2.769965	0.161863	0.155462
-1.410945	2.612094	0.016229	0.012951
-1.475692	2.570104	0.015824	0.021859
0.154428	2.842858	0.011346	0.024432
0.992524	2.608814	0.023935	0.031579
1.024076	2.728433	0.139706	0.089485
-4.728816	2.692801	0.010899	0.018103
-1.451812	2.613368	0.020660	0.017221
-0.912367	2.800780	0.027711	0.044062
-10.694924	2.680681	0.035525	0.026718
-3.911868	2.816436	0.140572	0.037944
0.496700	2.912239	0.185596	0.091928
0.959693	2.667047	0.031112	0.011345
-5.203502	2.904617	0.040424	0.036351
-0.039854	2.723081	0.244450	0.288467
-6.054726	2.804532	0.169260	0.080277
5.600142	2.758454	0.064434	0.055529
-7.629303	2.796566	0.040647	0.018744
-3.428587	2.721853	0.079941	0.011412
-7.194708	2.825684	0.036772	0.021191
-6.287685	2.611517	0.175734	0.200801
0.404566	2.915332	0.025560	0.020966
1.828785	2.789925	0.052049	0.029099
1.767329	3.003063	0.102024	0.017055
-2.430358	2.854842	0.033665	0.025954
6.143134	2.816293	0.214558	0.079213
0.353670	3.024358	0.053114	0.027150
-1.692239	3.067294	0.064594	0.256704
-2.462695	2.692452	0.016087	0.044621
3.178418	2.892335	0.079067	0.028721
-3.746843	2.817791	0.052268	0.052282
0.036146	2.837950	0.158545	0.120838
1.195267	2.987107	0.023782	0.058192
-1.624543	2.966540	0.156345	0.036829
-3.465150	2.792035	0.058741	0.032418
1.435203	2.967083	0.030342	0.019700
-2.663031	3.212385	0.037266	0.064855
-3.767925	2.780516	0.029965	0.037078
1.014684	2.832236	0.050559	0.034934
3.104709	2.863916	0.119435	0.202220
-1.622810	2.884670	0.098245	0.115340
-4.182927	2.927673	0.033905	0.065908
6.182339	3.071448	0.079796	0.094641
1.203149	2.703136	0.037886	0.029753
6.256828	2.805794	0.045972	0.089287
-2.007884	2.916992	0.032545	0.049112
-4.231488	2.880382	0.061876	0.113883
-4.874952	2.589322	0.061948	0.054223
6.144418	2.774967	0.038873	0.027042
-1.330113	2.945636	0.045810	0.023259
-5.573883	2.841218	0.069576	0.051709
3.724161	2.872638	0.106971	0.051954
-3.741988	2.694236	0.054879	0.082940
6.162656	2.704242	0.101465	0.040538
6.001403	2.777493	0.050404	0.031019
6.133978	2.830858	0.043420	0.023953
8.667864	2.860656	0.102582	0.097255
6.193068	2.665765	0.276982	0.104661
1.220890	2.670907	0.273284	0.103358
1.538786	2.791315	0.060808	0.075730
3.875321	2.655633	0.111788	0.120881
1.109701	2.763995	0.045395	0.040289
1.224176	2.657364	0.154645	0.058770
1.163368	2.659413	0.065075	0.116924
1.381539	2.639148	0.055601	0.067837
-2.054115	2.841430	0.176136	0.178700
6.224180	2.625210	0.116302	0.124840
1.368728	2.732783	0.096624	0.142953
-1.520466	2.661402	0.044775	0.175522
-1.520568	2.892547	0.098587	0.187829
8.653441	2.591063	0.130986	0.312416
1.266083	2.580159	0.054327	0.059703
-1.234612	2.590349	0.031831	0.042869
6.120390	2.906422	0.122595	0.184881
6.562561	2.770372	0.040747	0.035887
3.510201	2.356511	0.064990	0.050220
-0.984832	2.348608	0.331980	0.143845
8.666648	2.663407	0.101278	0.242220
4.014396	2.584744	0.216563	0.183214
1.010025	2.798467	0.089815	0.200777
8.681583	2.554372	0.078855	0.045184
3.805253	2.493617	0.267354	0.286090
3.710600	2.547167	0.083795	0.083340
3.626412	2.522100	0.060803	0.054104
8.394268	2.230521	0.041123	0.071233
-1.111490	2.227499	0.048297	0.063514
1.339199	2.573375	0.087753	0.071342
-0.129400	2.543783	0.077286	0.219024
6.146092	2.537422	0.082432	0.094444
3.787157	2.771537	0.050306	0.057233
8.698544	2.182321	0.064692	0.051925
1.448456	2.200487	0.084643	0.114552
8.685650	2.560716	0.080722	0.048741
3.827543	2.470079	0.062636	0.060536
3.801435	2.473825	0.046708	0.041962
1.429303	2.153887	0.057275	0.110651
1.454642	2.435863	0.055837	0.100539
1.419666	1.949149	0.170558	0.079448
1.301138	2.161300	0.090834	0.085377
8.665278	2.059741	0.141904	0.054250
1.433210	2.154087	0.085136	0.047052
8.704106	2.188252	0.073873	0.038614
6.269748	2.167244	0.094894	0.160829
8.692530	2.613310	0.045227	0.033623
1.068358	2.245157	0.073141	0.099325
1.282695	2.443814	0.194935	0.217010
1.443891	2.137513	0.080937	0.059323
6.296870	2.241410	0.208825	0.121722
6.326397	2.207507	0.145866	0.073006
8.693278	2.200782	0.116755	0.080983
6.260378	2.353692	0.065100	0.063282
3.865408	2.316962	0.079302	0.097820
6.186543	2.040613	0.074584	0.100549
1.769756	2.576817	0.092436	0.212075
8.657248	2.108371	0.128300	0.081867
1.502657	2.036950	0.193145	0.139555
3.921578	1.999580	0.140042	0.171395
3.867516	2.415549	0.124176	0.095771
6.321207	1.794004	0.092663	0.086311
3.943231	1.760501	0.125457	0.101415
8.645755	2.093576	0.143481	0.097353
1.777117	1.884094	0.112693	0.135269
6.302001	1.861058	0.081905	0.089058
6.267567	1.672308	0.142083	0.125141
6.242009	2.154220	0.157388	0.312339
1.456848	2.054472	0.109344	0.086825
3.822359	1.839930	0.080760	0.081511
3.896061	1.722702	0.121260	0.162247
6.246288	1.971466	0.090048	0.116036
3.856588	2.256552	0.102578	0.089474
6.286668	2.085515	0.107586	0.103246
8.670500	2.064917	0.065319	0.090558
8.394506	2.101753	0.071369	0.088413
3.664928	2.047947	0.086383	0.178126
6.308651	1.830869	0.102818	0.115304
6.263770	2.004975	0.095676	0.088469
3.806657	2.139323	0.082470	0.083557
8.665103	2.035467	0.063303	0.103478
8.697267	2.290701	0.109655	0.184481
6.231575	2.234233	0.103853	0.145133
1.554975	1.846847	0.060438	0.086769
8.544121	2.033820	0.063587	0.088445
8.687432	1.814477	0.112599	0.059875
6.279268	1.927088	0.112002	0.144129
3.819338	1.708012	0.107314	0.144685
3.920539	1.819885	0.091477	0.102263
5.923412	1.694077	0.218288	0.062737
6.228680	1.933692	0.198898	0.067273
6.213275	1.914721	0.095618	0.061180
8.591689	1.914937	0.166614	0.082733
2.087948	1.901974	0.136721	0.120333
3.808134	1.657029	0.280304	0.134260
3.855031	1.684032	0.202924	0.108555
6.178095	1.711247	0.130107	0.090253
6.285141	1.528582	0.190064	0.084968
8.238345	1.560412	0.315804	0.271434
8.745713	1.464070	0.180830	0.162405
8.668601	1.714629	0.111674	0.139861
6.279257	2.102718	0.120340	0.152563
8.509122	1.814628	0.093376	0.144259
3.943951	1.876482	0.132750	0.270896
8.421655	1.290441	0.123206	0.271345
8.674688	2.040535	0.103926	0.121282
3.010954	1.734196	0.095823	0.218566
6.224412	1.827326	0.118738	0.211638
